"DATASET","NLME_RESULT_ID","NLME_CURVE_ID","CELL_LINE_NAME","SANGER_MODEL_ID","CANCER_TYPE","DRUG_ID","DRUG_NAME","PUTATIVE_TARGET","PATHWAY_NAME","MIN_CONC","MAX_CONC","LN_IC50","AUC","RMSE","Z_SCORE","MAPK_flag","MAPK_status"
"GDSC2",343,16046376,"MHH-NB-11","SIDM00387","Neuroblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.499393,0.912051,0.102418,-0.212275,NA,"Non-MAPK"
"GDSC2",343,16046627,"MHH-PREB-1","SIDM00388","B-Cell Non-Hodgkin's Lymphoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.292967,0.907932,0.117674,-0.357424,"MAPK","MAPK"
"GDSC2",343,16046904,"MKN1","SIDM00271","Gastric Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.506385,0.85021,0.099126,-0.207358,NA,"Non-MAPK"
"GDSC2",343,16047180,"MKN28","SIDM00260","Gastric Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.46389,0.853474,0.079956,-0.237238,"MAPK","MAPK"
"GDSC2",343,16047462,"ML-2","SIDM00441","Acute Myeloid Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.17503,0.68097,0.154329,-1.84667,"MAPK","MAPK"
"GDSC2",343,16047743,"MLMA","SIDM00561","Other Blood Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.336509,0.950266,0.062555,0.376351,NA,"Non-MAPK"
"GDSC2",343,16048024,"MN-60","SIDM00438","B-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.623151,0.888406,0.067104,-0.125253,NA,"Non-MAPK"
"GDSC2",343,16048194,"MOG-G-CCM","SIDM00532","Glioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.291609,0.939183,0.068187,1.047938,"MAPK","MAPK"
"GDSC2",343,16048363,"MOG-G-UVW","SIDM00504","Glioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.829487,0.915929,0.084073,0.019834,NA,"Non-MAPK"
"GDSC2",343,16048642,"MOLT-13","SIDM00433","T-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.698372,0.748993,0.15327,-1.478678,NA,"Non-MAPK"
"GDSC2",343,16048923,"MOLT-16","SIDM00431","T-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.204699,0.93758,0.077235,-0.419491,NA,"Non-MAPK"
"GDSC2",343,16049094,"MONO-MAC-6","SIDM01023","Acute Myeloid Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.792228,0.856981,0.084469,-0.709523,NA,"Non-MAPK"
"GDSC2",343,16049376,"Mo-T","SIDM00623","Other Blood Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.650401,0.983613,0.03129,2.003384,NA,"Non-MAPK"
"GDSC2",343,16049658,"MPP-89","SIDM00222","Mesothelioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.140794,0.950298,0.045723,0.941891,"MAPK","MAPK"
"GDSC2",343,16049941,"MRK-nu-1","SIDM00562","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.982221,0.979996,0.081603,0.830389,"MAPK","MAPK"
"GDSC2",343,16050223,"MSTO-211H","SIDM00640","Mesothelioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.829448,0.89862,0.085675,0.019807,"MAPK","MAPK"
"GDSC2",343,16050423,"MV-4-11","SIDM00657","Acute Myeloid Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.975964,0.793375,0.047234,-1.283486,NA,"Non-MAPK"
"GDSC2",343,16050694,"NALM-6","SIDM00429","B-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.168488,0.89228,0.091063,-0.444953,"MAPK","MAPK"
"GDSC2",343,16050975,"NAMALWA","SIDM00641","Burkitt's Lymphoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.569779,0.972847,0.07077,0.540377,"MAPK","MAPK"
"GDSC2",343,16051257,"NB69","SIDM00244","Neuroblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-1.713872,0.430804,0.103581,-3.174868,"MAPK","MAPK"
"GDSC2",343,16051427,"NCCIT","SIDM00655","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.847301,0.956632,0.061481,0.735519,NA,"Non-MAPK"
"GDSC2",343,16051637,"NCI-H508","SIDM00777","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.354978,0.777806,0.077096,-1.01698,"MAPK","MAPK"
"GDSC2",343,16051890,"NCI-H520","SIDM01130","Squamous Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.166657,0.898158,0.043962,0.256919,NA,"Non-MAPK"
"GDSC2",343,16052170,"SNU-1","SIDM01146","Gastric Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.385023,0.89012,0.079464,-0.292694,"MAPK","MAPK"
"GDSC2",343,16052450,"SNU-5","SIDM01144","Gastric Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.683931,0.831198,0.054519,-0.785673,"MAPK","MAPK"
"GDSC2",343,16052617,"SNU-16","SIDM01145","Gastric Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.093879,0.891916,0.039214,-0.497415,NA,"Non-MAPK"
"GDSC2",343,16052886,"NH-12","SIDM00577","Neuroblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.921949,0.895495,0.058511,0.084849,"MAPK","MAPK"
"GDSC2",343,16053056,"NKM-1","SIDM00576","Acute Myeloid Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.73298,0.73289,0.169764,-1.454342,NA,"Non-MAPK"
"GDSC2",343,16053265,"NMC-G1","SIDM00575","Glioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,6.771716,0.933176,0.041659,2.791846,"MAPK","MAPK"
"GDSC2",343,16053449,"no-11","SIDM00573","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.577844,0.96736,0.048363,1.952365,NA,"Non-MAPK"
"GDSC2",343,16053700,"NOMO-1","SIDM00580","Acute Myeloid Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.90931,0.76533,0.084812,-1.330355,"MAPK","MAPK"
"GDSC2",343,16053909,"no-10","SIDM00574","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.160858,0.950656,0.022403,0.955999,"MAPK","MAPK"
"GDSC2",343,16054050,"NTERA-2-cl-D1","SIDM01203","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.810537,0.944651,0.066746,0.709668,NA,"Non-MAPK"
"GDSC2",343,16054330,"NUGC-3","SIDM00572","Gastric Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.760589,0.878323,0.080194,-0.028612,NA,"Non-MAPK"
"GDSC2",343,16054612,"NCI-H747","SIDM00778","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.762292,0.689545,0.072473,-1.433732,"MAPK","MAPK"
"GDSC2",343,16054894,"NCI-H716","SIDM00779","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.126867,0.747538,0.074136,-1.177378,"MAPK","MAPK"
"GDSC2",343,16055175,"NCI-H596","SIDM01127","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.779028,0.978337,0.058108,2.093829,NA,"Non-MAPK"
"GDSC2",343,16055458,"NCI-H441","SIDM00925","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.146659,0.909605,0.050019,1.649173,"MAPK","MAPK"
"GDSC2",343,16055724,"NCI-N87","SIDM01147","Gastric Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.32516,0.877041,0.064828,0.368371,NA,"Non-MAPK"
"GDSC2",343,16055887,"NCI-H2452","SIDM00722","Mesothelioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.058845,0.871985,0.063443,0.181109,NA,"Non-MAPK"
"GDSC2",343,16056167,"NCI-H1793","SIDM00755","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.779355,0.884935,0.061934,0.687742,NA,"Non-MAPK"
"GDSC2",343,16056450,"NCI-H358","SIDM00718","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.947494,0.793628,0.04481,-0.600346,"MAPK","MAPK"
"GDSC2",343,16056730,"NCI-H1155","SIDM00651","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.81987,0.919359,0.069093,0.013072,"MAPK","MAPK"
"GDSC2",343,16056939,"NCI-H1105","SIDM00652","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.237582,0.9864,0.049683,1.713107,NA,"Non-MAPK"
"GDSC2",343,16057118,"NCI-H1436","SIDM00697","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.155434,0.98535,0.064922,1.655344,NA,"Non-MAPK"
"GDSC2",343,16057370,"NCI-H28","SIDM00720","Mesothelioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.520899,0.887177,0.047658,1.209165,"MAPK","MAPK"
"GDSC2",343,16057652,"NCI-H1581","SIDM00748","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.888476,0.850393,0.166168,-0.641845,NA,"Non-MAPK"
"GDSC2",343,16057820,"NCI-H1573","SIDM00749","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.812465,0.899758,0.086843,0.007865,"MAPK","MAPK"
"GDSC2",343,16058103,"NCI-H1666","SIDM00743","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.574932,0.752436,0.075421,-0.862317,"MAPK","MAPK"
"GDSC2",343,16058273,"NCI-H1703","SIDM00740","Squamous Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.836736,0.950093,0.062818,0.72809,NA,"Non-MAPK"
"GDSC2",343,16058555,"NCI-H1755","SIDM00738","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.612628,0.789991,0.044751,-0.835811,"MAPK","MAPK"
"GDSC2",343,16058837,"NCI-H1993","SIDM00758","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.386019,0.776757,0.084103,-0.995153,"MAPK","MAPK"
"GDSC2",343,16059046,"NCI-H2081","SIDM00710","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.331545,0.957259,0.05589,1.07602,NA,"Non-MAPK"
"GDSC2",343,16059226,"NCI-H2196","SIDM00731","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.311018,0.975596,0.118039,1.764744,"MAPK","MAPK"
"GDSC2",343,16059479,"NCI-H524","SIDM01129","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.246511,0.896466,0.060801,-0.39009,NA,"Non-MAPK"
"GDSC2",343,16059687,"NCI-H748","SIDM01117","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.324331,0.934771,0.059527,0.367788,"MAPK","MAPK"
"GDSC2",343,16059939,"ONS-76","SIDM00567","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.545083,0.793253,0.066863,-0.883305,"MAPK","MAPK"
"GDSC2",343,16060220,"OPM-2","SIDM00457","Plasma Cell Myeloma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.686625,0.93974,0.084874,-0.08062,"MAPK","MAPK"
"GDSC2",343,16060499,"OS-RC-2","SIDM00239","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.930793,0.929722,0.116829,0.794227,"MAPK","MAPK"
"GDSC2",343,16060759,"P12-ICHIKAWA","SIDM00463","T-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.030924,0.790586,0.095116,-1.244841,"MAPK","MAPK"
"GDSC2",343,16061031,"P30-OHK","SIDM00364","B-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.317072,0.977073,0.026614,0.362684,"MAPK","MAPK"
"GDSC2",343,16061201,"P31-FUJ","SIDM00363","Acute Myeloid Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.750338,0.843885,0.129665,-0.738979,"MAPK","MAPK"
"GDSC2",343,16061480,"PA-1","SIDM01140","Ovarian Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.327184,0.93706,0.113796,0.369794,NA,"Non-MAPK"
"GDSC2",343,16061763,"OCUB-M","SIDM00241","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.854205,0.925309,0.06513,0.037215,"MAPK","MAPK"
"GDSC2",343,16061931,"OC-314","SIDM00220","Ovarian Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.997925,0.931101,0.088263,0.138273,"MAPK","MAPK"
"GDSC2",343,16062210,"PF-382","SIDM00451","T-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.803537,0.855427,0.046077,-0.701571,NA,"Non-MAPK"
"GDSC2",343,16062491,"Raji","SIDM00844","Burkitt's Lymphoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.292835,0.908912,0.115022,-0.357517,"MAPK","MAPK"
"GDSC2",343,16062775,"RCM-1","SIDM00359","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.108989,0.727987,0.04591,-1.189949,"MAPK","MAPK"
"GDSC2",343,16063055,"RD","SIDM00847","Rhabdomyosarcoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.614523,0.92838,0.016779,0.571839,NA,"Non-MAPK"
"GDSC2",343,16063337,"REH","SIDM00447","B-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.262234,0.962291,0.084189,0.324124,NA,"Non-MAPK"
"GDSC2",343,16063618,"RF-48","SIDM01092","B-Cell Non-Hodgkin's Lymphoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.14158,0.982862,0.080291,1.645602,NA,"Non-MAPK"
"GDSC2",343,16063891,"RKO","SIDM01090","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.003736,0.764547,0.074362,-1.263958,"MAPK","MAPK"
"GDSC2",343,16064061,"RMG-I","SIDM00352","Ovarian Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.293874,0.873432,0.069269,1.04953,NA,"Non-MAPK"
"GDSC2",343,16064342,"RPMI-6666","SIDM00813","Non-Cancerous",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.438163,0.88497,0.055009,-0.255328,NA,"Non-MAPK"
"GDSC2",343,16064510,"RPMI-8402","SIDM00403","T-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.196295,0.808297,0.215308,-1.128559,"MAPK","MAPK"
"GDSC2",343,16064789,"RS4-11","SIDM01086","B-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.597317,0.937413,0.069842,-0.143418,"MAPK","MAPK"
"GDSC2",343,16065072,"RT-112","SIDM00402","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.149629,0.859687,0.096519,-0.458214,NA,"Non-MAPK"
"GDSC2",343,16065281,"RVH-421","SIDM00401","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.682083,0.818665,0.117329,-0.786973,"MAPK","MAPK"
"GDSC2",343,16065538,"Saos-2","SIDM01084","Osteosarcoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.248115,0.979753,0.041845,1.720514,"MAPK","MAPK"
"GDSC2",343,16065820,"SAS","SIDM00351","Oral Cavity Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.732749,0.722678,0.128194,-1.454505,"MAPK","MAPK"
"GDSC2",343,16066102,"SCC-9","SIDM01080","Oral Cavity Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.870719,0.894727,0.078507,0.048827,NA,"Non-MAPK"
"GDSC2",343,16066311,"SCH","SIDM00383","Gastric Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.546426,0.937341,0.048154,0.523956,"MAPK","MAPK"
"GDSC2",343,16066491,"SF126","SIDM00382","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.665399,0.950662,0.067415,0.607613,NA,"Non-MAPK"
"GDSC2",343,16066743,"SH-4","SIDM01079","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.424112,0.585185,0.078781,-2.267962,"MAPK","MAPK"
"GDSC2",343,16066949,"SIG-M5","SIDM00396","Acute Myeloid Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.008863,0.664257,0.277925,-1.975976,"MAPK","MAPK"
"GDSC2",343,16067199,"SJRH30","SIDM01095","Rhabdomyosarcoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.100573,0.945851,0.088744,0.210451,NA,"Non-MAPK"
"GDSC2",343,16067370,"SJSA-1","SIDM01112","Osteosarcoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.01706,0.895194,0.08528,0.151728,"MAPK","MAPK"
"GDSC2",343,16067653,"SK-CO-1","SIDM01096","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.250718,0.608841,0.062786,-2.146039,"MAPK","MAPK"
"GDSC2",343,16067935,"SK-HEP-1","SIDM01110","Hepatocellular Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.001475,0.957362,0.104526,0.843928,"MAPK","MAPK"
"GDSC2",343,16068216,"SK-LMS-1","SIDM01109","Other Sarcomas",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.359041,0.925665,0.074823,0.392195,NA,"Non-MAPK"
"GDSC2",343,16068477,"SK-LU-1","SIDM01108","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.741582,0.922842,0.040861,1.36434,"MAPK","MAPK"
"GDSC2",343,16068752,"SKM-1","SIDM00380","Acute Myeloid Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.078334,0.648413,0.108462,-2.024825,"MAPK","MAPK"
"GDSC2",343,16068893,"SK-MEL-1","SIDM01107","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.609412,0.793289,0.054157,-0.838072,"MAPK","MAPK"
"GDSC2",343,16069101,"SK-MEL-3","SIDM01105","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.917775,0.905475,0.065853,0.081915,"MAPK","MAPK"
"GDSC2",343,16069354,"SK-MEL-24","SIDM01106","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.483841,0.90748,0.10405,0.479949,"MAPK","MAPK"
"GDSC2",343,16069563,"SK-MEL-30","SIDM00392","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.025368,0.636159,0.102688,-1.987582,"MAPK","MAPK"
"GDSC2",343,16069742,"SK-MEL-31","SIDM01104","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.26906,0.901044,0.076357,0.328923,"MAPK","MAPK"
"GDSC2",343,16069993,"SK-MES-1","SIDM01103","Squamous Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.746241,0.884008,0.029541,-0.038701,NA,"Non-MAPK"
"GDSC2",343,16070274,"SK-MG-1","SIDM00379","Glioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.684782,0.879958,0.073903,-0.081916,NA,"Non-MAPK"
"GDSC2",343,16070555,"SK-PN-DW","SIDM01097","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.16417,0.972346,0.076742,0.958328,NA,"Non-MAPK"
"GDSC2",343,16070837,"SK-UT-1","SIDM01113","Other Sarcomas",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.457597,0.943913,0.088588,0.461495,NA,"Non-MAPK"
"GDSC2",343,16071119,"SNG-M","SIDM00373","Endometrial Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.003066,0.92624,0.068045,0.141888,"MAPK","MAPK"
"GDSC2",343,16071399,"SNU-387","SIDM01180","Hepatocellular Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.543431,0.904222,0.081808,0.52185,"MAPK","MAPK"
"GDSC2",343,16071680,"SNU-423","SIDM01199","Hepatocellular Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.284562,0.944884,0.054162,1.042983,"MAPK","MAPK"
"GDSC2",343,16071961,"SNU-449","SIDM01194","Hepatocellular Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.694385,0.921843,0.025972,1.331153,NA,"Non-MAPK"
"GDSC2",343,16072244,"SNU-C2B","SIDM00781","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.253199,0.868047,0.111831,0.317771,"MAPK","MAPK"
"GDSC2",343,16072445,"SU-DHL-1","SIDM00390","T-Cell Non-Hodgkin's Lymphoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.198811,0.792216,0.047552,-1.126789,NA,"Non-MAPK"
"GDSC2",343,16072697,"SUP-T1","SIDM01154","T-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.657964,0.940594,0.063161,0.602385,NA,"Non-MAPK"
"GDSC2",343,16072978,"SW13","SIDM00814","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.174546,0.782976,0.189509,-1.143852,NA,"Non-MAPK"
"GDSC2",343,16073259,"SW1088","SIDM01155","Glioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.566688,0.906134,0.083097,0.538204,NA,"Non-MAPK"
"GDSC2",343,16073542,"SW1116","SIDM00835","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.256002,0.847747,0.094485,-0.383417,"MAPK","MAPK"
"GDSC2",343,16073825,"SW1417","SIDM00812","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.5528,0.719797,0.042694,-0.877879,"MAPK","MAPK"
"GDSC2",343,16074108,"SW1463","SIDM00834","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.689961,0.712649,0.080555,-1.484592,"MAPK","MAPK"
"GDSC2",343,16074390,"SW1710","SIDM00420","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.010697,0.891091,0.064156,0.147254,NA,"Non-MAPK"
"GDSC2",343,16074560,"SW1783","SIDM01164","Glioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.759544,0.984519,0.045542,2.080129,NA,"Non-MAPK"
"GDSC2",343,16074841,"SW48","SIDM00837","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.752973,0.7122,0.096245,-1.440284,NA,"Non-MAPK"
"GDSC2",343,16075111,"SW626","SIDM01168","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.773577,0.838559,0.027158,-0.019479,"MAPK","MAPK"
"GDSC2",343,16075394,"SW684","SIDM01175","Other Sarcomas",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.711696,0.931335,0.050489,1.343326,"MAPK","MAPK"
"GDSC2",343,16075677,"SW837","SIDM00833","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.272495,0.84956,0.066471,-0.37182,"MAPK","MAPK"
"GDSC2",343,16075958,"SW872","SIDM01159","Other Sarcomas",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.156622,0.943502,0.072044,0.953021,"MAPK","MAPK"
"GDSC2",343,16076239,"SW948","SIDM00832","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.565929,0.79343,0.07729,-0.868647,"MAPK","MAPK"
"GDSC2",343,16076448,"SW962","SIDM01178","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.092222,0.907957,0.052308,0.204579,NA,"Non-MAPK"
