"DATASET","NLME_RESULT_ID","NLME_CURVE_ID","CELL_LINE_NAME","SANGER_MODEL_ID","CANCER_TYPE","DRUG_ID","DRUG_NAME","PUTATIVE_TARGET","PATHWAY_NAME","MIN_CONC","MAX_CONC","LN_IC50","AUC","RMSE","Z_SCORE","MAPK_flag","MAPK_status"
"GDSC2",343,15977020,"HO-1-u-1","SIDM00591","Oral Cavity Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.819838,0.899157,0.126961,0.013049,"MAPK","MAPK"
"GDSC2",343,15977301,"HSC-2","SIDM00590","Oral Cavity Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.511112,0.949723,0.026222,0.499125,"MAPK","MAPK"
"GDSC2",343,15977582,"IM-9","SIDM00632","Non-Cancerous",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.830546,0.544819,0.163588,-2.55375,NA,"Non-MAPK"
"GDSC2",343,15977790,"IST-SL1","SIDM00223","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.071888,0.958655,0.038947,0.190281,NA,"Non-MAPK"
"GDSC2",343,15978050,"IST-SL2","SIDM00230","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.941056,0.951879,0.093838,0.801444,"MAPK","MAPK"
"GDSC2",343,15978312,"J82","SIDM00693","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.823741,0.931164,0.097717,0.718953,NA,"Non-MAPK"
"GDSC2",343,15978595,"KNS-62","SIDM00606","Squamous Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.904947,0.833437,0.065044,-0.630264,NA,"Non-MAPK"
"GDSC2",343,15978804,"KOSC-2","SIDM00603","Head and Neck Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.217896,0.879087,0.063713,-0.410211,"MAPK","MAPK"
"GDSC2",343,15979057,"KP-4","SIDM00301","Pancreatic Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.197054,0.883724,0.11754,-0.424867,"MAPK","MAPK"
"GDSC2",343,15979336,"KYSE-140","SIDM01032","Esophageal Squamous Cell Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.347486,0.873355,0.074215,-0.319089,NA,"Non-MAPK"
"GDSC2",343,15979617,"KYSE-410","SIDM01028","Esophageal Squamous Cell Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.878708,0.849667,0.045608,0.054444,"MAPK","MAPK"
"GDSC2",343,15979898,"KYSE-520","SIDM01025","Esophageal Squamous Cell Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.821868,0.843337,0.084739,0.014477,NA,"Non-MAPK"
"GDSC2",343,15980181,"KYSE-70","SIDM01024","Esophageal Squamous Cell Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.383475,0.94311,0.077577,1.112534,"MAPK","MAPK"
"GDSC2",343,15980390,"LB1047-RCC","SIDM00187","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.548718,0.913305,0.085018,0.525568,NA,"Non-MAPK"
"GDSC2",343,15980569,"LB2241-RCC","SIDM00186","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.549027,0.955422,0.037633,1.228943,"MAPK","MAPK"
"GDSC2",343,15980749,"LB2518-MEL","SIDM00185","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.018213,0.757544,0.061246,-1.253779,NA,"Non-MAPK"
"GDSC2",343,15980928,"LB373-MEL-D","SIDM00184","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.368855,0.882639,0.067911,-0.304063,NA,"Non-MAPK"
"GDSC2",343,15981108,"LB647-SCLC","SIDM00183","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.736974,0.98173,0.066046,1.3611,"MAPK","MAPK"
"GDSC2",343,15981359,"LB771-HNC","SIDM00182","Head and Neck Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.120856,0.939151,0.117699,0.927871,NA,"Non-MAPK"
"GDSC2",343,15981642,"LB831-BLC","SIDM00181","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.353028,0.959899,0.060926,1.091125,NA,"Non-MAPK"
"GDSC2",343,15981922,"LB996-RCC","SIDM00180","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.140714,0.894499,0.110685,0.238676,NA,"Non-MAPK"
"GDSC2",343,15982205,"LCLC-103H","SIDM00345","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.986708,0.980772,0.054323,2.239862,NA,"Non-MAPK"
"GDSC2",343,15982414,"LU-134-A","SIDM00296","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.804021,0.912568,0.139927,0.001927,NA,"Non-MAPK"
"GDSC2",343,15982667,"LU-165","SIDM00292","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.226783,0.869475,0.082222,0.299196,"MAPK","MAPK"
"GDSC2",343,15982947,"LXF-289","SIDM00339","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.868463,0.912977,0.062486,0.047241,NA,"Non-MAPK"
"GDSC2",343,15983229,"MS-1","SIDM00245","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.701133,0.987361,0.017796,1.335898,NA,"Non-MAPK"
"GDSC2",343,15983439,"MZ1-PC","SIDM00053","Pancreatic Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.453383,0.822026,0.065349,-0.244627,"MAPK","MAPK"
"GDSC2",343,15983619,"MZ7-mel","SIDM00516","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.282869,0.676892,0.145333,-1.770842,"MAPK","MAPK"
"GDSC2",343,15983870,"NCI-H1563","SIDM00751","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.505408,0.964128,0.085727,1.198273,NA,"Non-MAPK"
"GDSC2",343,15984080,"NCI-H292","SIDM00493","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.766969,0.722537,0.078022,-1.430443,NA,"Non-MAPK"
"GDSC2",343,15984260,"NCI-H510A","SIDM00927","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.62482,0.922076,0.025006,-0.124079,NA,"Non-MAPK"
"GDSC2",343,15984400,"NCI-H835","SIDM01133","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.353778,0.989301,0.038411,1.794811,NA,"Non-MAPK"
"GDSC2",343,15984689,"PC-14","SIDM00237","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.457426,0.868593,0.080014,-0.241784,"MAPK","MAPK"
"GDSC2",343,15984974,"SBC-3","SIDM00367","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.90915,0.839572,0.066051,-0.627309,"MAPK","MAPK"
"GDSC2",343,15985255,"SK-MM-2","SIDM00391","Plasma Cell Myeloma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.788886,0.985897,0.035615,2.100761,"MAPK","MAPK"
"GDSC2",343,15985767,"U-266","SIDM00417","Plasma Cell Myeloma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.198639,0.913192,0.09633,0.279406,"MAPK","MAPK"
"GDSC2",343,15986047,"BE2-M17","SIDM01229","Neuroblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.452065,0.797965,0.084271,-0.948712,NA,"Non-MAPK"
"GDSC2",343,15986330,"KELLY","SIDM01009","Neuroblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.498874,0.838016,0.1935,-0.915798,NA,"Non-MAPK"
"GDSC2",343,15986603,"SIMA","SIDM00395","Neuroblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.233597,0.782277,0.139247,-1.10233,NA,"Non-MAPK"
"GDSC2",343,15986882,"TE-1","SIDM00369","Esophageal Squamous Cell Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.410762,0.849377,0.11324,-0.274596,"MAPK","MAPK"
"GDSC2",343,15987092,"TE-10","SIDM00349","Esophageal Squamous Cell Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.97118,0.922909,0.058922,0.119467,"MAPK","MAPK"
"GDSC2",343,15987347,"TE-8","SIDM00326","Esophageal Squamous Cell Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.113137,0.892652,0.069555,0.219285,"MAPK","MAPK"
"GDSC2",343,15987618,"CAPAN-1","SIDM00934","Pancreatic Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.742027,0.805554,0.085682,-0.744822,"MAPK","MAPK"
"GDSC2",343,15987898,"OVCAR-3","SIDM00105","Ovarian Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.246811,0.92767,0.108438,0.313279,NA,"Non-MAPK"
"GDSC2",343,15988179,"PC-3","SIDM00088","Prostate Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.557794,0.939236,0.120074,1.235108,NA,"Non-MAPK"
"GDSC2",343,15988462,"DU-145","SIDM00120","Prostate Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.36216,0.973762,0.084328,1.800705,NA,"Non-MAPK"
"GDSC2",343,15988744,"HCT-116","SIDM00783","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.451484,0.590243,0.083348,-2.287209,"MAPK","MAPK"
"GDSC2",343,15989027,"HCT-15","SIDM00789","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.4772,0.88301,0.113244,-0.227879,"MAPK","MAPK"
"GDSC2",343,15989308,"HL-60","SIDM00829","Acute Myeloid Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.029637,0.780131,0.076591,-1.245746,NA,"Non-MAPK"
"GDSC2",343,15989602,"HT-29","SIDM00136","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.017898,0.635272,0.102302,-1.957159,"MAPK","MAPK"
"GDSC2",343,15989888,"K-562","SIDM00791","Chronic Myelogenous Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.122955,0.932441,0.063155,0.226189,"MAPK","MAPK"
"GDSC2",343,15990170,"NCI-H226","SIDM00139","Mesothelioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.655812,0.936165,0.060925,2.007189,NA,"Non-MAPK"
"GDSC2",343,15990450,"NCI-H23","SIDM00138","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.349406,0.889569,0.122643,-0.317739,"MAPK","MAPK"
"GDSC2",343,15990659,"NCI-H460","SIDM00144","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.592388,0.714637,0.153125,-1.553201,"MAPK","MAPK"
"GDSC2",343,15990910,"NCI-H522","SIDM00116","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.794689,0.949906,0.100446,0.698525,NA,"Non-MAPK"
"GDSC2",343,15991193,"T47D","SIDM00097","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.379543,0.927605,0.099017,0.406611,NA,"Non-MAPK"
"GDSC2",343,15991478,"MCF7","SIDM00148","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.066173,0.932853,0.08429,0.889421,NA,"Non-MAPK"
"GDSC2",343,15991760,"786-0","SIDM00125","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.373969,0.867746,0.076983,-0.300467,NA,"Non-MAPK"
"GDSC2",343,15992041,"A498","SIDM00124","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.726915,0.919459,0.052453,0.650869,NA,"Non-MAPK"
"GDSC2",343,15992324,"A549","SIDM00903","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.932858,0.732675,0.082079,-1.313797,"MAPK","MAPK"
"GDSC2",343,15992607,"ACHN","SIDM00123","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.14475,0.8222,0.050955,-0.461644,NA,"Non-MAPK"
"GDSC2",343,15992891,"BT-549","SIDM00122","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,6.103264,0.975613,0.058213,2.321819,NA,"Non-MAPK"
"GDSC2",343,15993173,"CCRF-CEM","SIDM00121","T-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.029468,0.969626,0.046934,0.160452,"MAPK","MAPK"
"GDSC2",343,15993382,"SK-MEL-28","SIDM00081","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-1.231776,0.490441,0.093029,-2.835878,"MAPK","MAPK"
"GDSC2",343,15993630,"SK-MEL-2","SIDM00082","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.862909,0.852525,0.112522,-0.659824,"MAPK","MAPK"
"GDSC2",343,15993910,"SK-MEL-5","SIDM00080","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.586822,0.800297,0.079899,-0.853956,"MAPK","MAPK"
"GDSC2",343,15994165,"Hs-578-T","SIDM00135","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.652914,0.928454,0.049906,0.598834,NA,"Non-MAPK"
"GDSC2",343,15994447,"MOLT-4","SIDM00145","T-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.398806,0.973885,0.055301,0.420155,NA,"Non-MAPK"
"GDSC2",343,15994729,"SK-OV-3","SIDM00079","Ovarian Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.583859,0.95337,0.076818,1.956594,"MAPK","MAPK"
"GDSC2",343,15995014,"MDA-MB-231","SIDM00146","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.276382,0.869955,0.06853,-0.369086,"MAPK","MAPK"
"GDSC2",343,15995296,"COLO-205","SIDM00826","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.185775,0.615136,0.075713,-2.100373,"MAPK","MAPK"
"GDSC2",343,15995590,"SW620","SIDM00841","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.289009,0.755352,0.072666,-1.063366,"MAPK","MAPK"
"GDSC2",343,15995802,"CAKI-1","SIDM00941","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.65771,0.840634,0.073564,-0.100952,NA,"Non-MAPK"
"GDSC2",343,15996053,"RPMI-8226","SIDM00087","Plasma Cell Myeloma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.902528,0.878097,0.097097,-0.631965,"MAPK","MAPK"
"GDSC2",343,15996333,"SR","SIDM00096","T-Cell Non-Hodgkin's Lymphoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.247521,0.823569,0.193339,-1.092539,NA,"Non-MAPK"
"GDSC2",343,15996613,"NCI-H322M","SIDM00117","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.442256,0.675229,0.077047,-1.658768,NA,"Non-MAPK"
"GDSC2",343,15996894,"IGROV-1","SIDM00151","Ovarian Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.376043,0.668487,0.088848,-1.705326,"MAPK","MAPK"
"GDSC2",343,15997175,"OVCAR-5","SIDM00091","Ovarian Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.192159,0.794838,0.105343,-0.428309,"MAPK","MAPK"
"GDSC2",343,15997461,"EKVX","SIDM00119","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.814318,0.891376,0.043201,0.712326,NA,"Non-MAPK"
"GDSC2",343,15997717,"HCC2998","SIDM00118","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.250008,0.617967,0.114698,-2.145539,"MAPK","MAPK"
"GDSC2",343,15997998,"HOP-62","SIDM00133","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.00784,0.877742,0.085781,0.145245,"MAPK","MAPK"
"GDSC2",343,15998279,"HOP-92","SIDM00134","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.075035,0.890917,0.069162,0.192494,"MAPK","MAPK"
"GDSC2",343,15998561,"LOXIMVI","SIDM00149","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.850993,0.74198,0.082831,-1.371361,"MAPK","MAPK"
"GDSC2",343,15998814,"M14","SIDM00003","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.498205,0.580347,0.100806,-2.320061,"MAPK","MAPK"
"GDSC2",343,15999085,"UACC-62","SIDM00107","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.346815,0.597688,0.112706,-2.21361,"MAPK","MAPK"
"GDSC2",343,15999365,"UACC-257","SIDM00108","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.657358,0.696961,0.087627,-1.507517,"MAPK","MAPK"
"GDSC2",343,15999652,"RXF393","SIDM00086","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.63411,0.961846,0.122671,1.28877,"MAPK","MAPK"
"GDSC2",343,15999905,"SN12C","SIDM00094","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.513167,0.927724,0.109665,0.50057,NA,"Non-MAPK"
"GDSC2",343,16000187,"TK10","SIDM00113","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.910396,0.852669,0.030366,0.779885,NA,"Non-MAPK"
"GDSC2",343,16000396,"U031","SIDM00112","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.813805,0.832222,0.051892,-0.694351,NA,"Non-MAPK"
"GDSC2",343,16000576,"SNB75","SIDM00095","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.753088,0.955146,0.114764,1.372431,"MAPK","MAPK"
"GDSC2",343,16000827,"U251","SIDM00111","Glioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.691323,0.882759,0.054549,-0.077317,"MAPK","MAPK"
"GDSC2",343,16001109,"SF539","SIDM00083","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.025907,0.932504,0.110071,0.157949,NA,"Non-MAPK"
"GDSC2",343,16001318,"SF295","SIDM00084","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.616207,0.980646,0.037517,1.97934,NA,"Non-MAPK"
"GDSC2",343,16001569,"SF268","SIDM00085","Glioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.262305,0.949135,0.096513,1.027333,NA,"Non-MAPK"
"GDSC2",343,16001851,"KM12","SIDM00150","Colorectal Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.610074,0.707099,0.104586,-1.540765,"MAPK","MAPK"
"GDSC2",343,16002132,"OVCAR-4","SIDM00092","Ovarian Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.587963,0.927559,0.068117,0.553163,NA,"Non-MAPK"
"GDSC2",343,16002413,"OVCAR-8","SIDM00090","Ovarian Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.06163,0.875449,0.105441,-0.520091,"MAPK","MAPK"
"GDSC2",343,16002696,"BxPC-3","SIDM00132","Pancreatic Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.688418,0.874496,0.071651,-0.07936,"MAPK","MAPK"
"GDSC2",343,16002905,"BONNA-12","SIDM00984","Other Blood Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.78589,0.848434,0.12834,-0.71398,"MAPK","MAPK"
"GDSC2",343,16003155,"BHT-101","SIDM00987","Thyroid Gland Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.890032,0.742896,0.069725,-1.343911,"MAPK","MAPK"
"GDSC2",343,16003438,"Becker","SIDM00490","Glioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.910908,0.896289,0.056224,0.077086,NA,"Non-MAPK"
"GDSC2",343,16003720,"BE-13","SIDM01245","T-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.988647,0.862847,0.076301,-0.57141,NA,"Non-MAPK"
"GDSC2",343,16003998,"ARH-77","SIDM00900","Non-Cancerous",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.879926,0.865172,0.084111,-0.647858,NA,"Non-MAPK"
"GDSC2",343,16004279,"AGS","SIDM00850","Gastric Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.383013,0.59756,0.061495,-2.239063,"MAPK","MAPK"
"GDSC2",343,16004566,"ABC-1","SIDM00494","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.101374,0.942892,0.087002,0.914173,NA,"Non-MAPK"
"GDSC2",343,16004816,"A2058","SIDM00797","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.825021,0.8551,0.139441,-0.686465,"MAPK","MAPK"
"GDSC2",343,16005109,"A375","SIDM00795","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.351046,0.682375,0.112851,-1.722903,"MAPK","MAPK"
"GDSC2",343,16005393,"A253","SIDM00796","Head and Neck Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.79027,0.983705,0.040559,1.398576,NA,"Non-MAPK"
"GDSC2",343,16005676,"8305C","SIDM00997","Thyroid Gland Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.814717,0.908815,0.049608,0.712607,"MAPK","MAPK"
"GDSC2",343,16005956,"647-V","SIDM00983","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.535977,0.950004,0.088307,0.516609,"MAPK","MAPK"
"GDSC2",343,16006237,"639-V","SIDM00999","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.110832,0.929647,0.122875,0.217664,"MAPK","MAPK"
"GDSC2",343,16006516,"697","SIDM01076","B-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.174435,0.812922,0.05546,-1.14393,NA,"Non-MAPK"
"GDSC2",343,16006799,"BT-20","SIDM00893","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.970847,0.972301,0.093208,0.822391,NA,"Non-MAPK"
"GDSC2",343,16007082,"A2780","SIDM00210","Ovarian Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.218938,0.662376,0.094264,-1.815796,"MAPK","MAPK"
"GDSC2",343,16007364,"COR-L105","SIDM00513","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.770448,0.900659,0.036416,0.681479,NA,"Non-MAPK"
"GDSC2",343,16007571,"CRO-AP2","SIDM00952","B-Cell Non-Hodgkin's Lymphoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.996478,0.957411,0.154572,0.137256,NA,"Non-MAPK"
"GDSC2",343,16007712,"COR-L88","SIDM00506","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.692469,0.94382,0.039418,0.626648,NA,"Non-MAPK"
"GDSC2",343,16007994,"COLO-824","SIDM00954","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.294631,0.923701,0.071407,0.346904,"MAPK","MAPK"
"GDSC2",343,16008205,"COLO-800","SIDM00515","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.403056,0.688361,0.081449,-1.686331,"MAPK","MAPK"
"GDSC2",343,16008455,"COLO-792","SIDM00140","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.82945,0.735352,0.030694,-1.386509,NA,"Non-MAPK"
"GDSC2",343,16008738,"COLO-680N","SIDM00956","Esophageal Squamous Cell Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.842164,0.946553,0.049792,1.435065,"MAPK","MAPK"
